chr6	200001	500000
chr6	500001	1600000
chr6	1600001	2700000
chr6	2700001	3100000
chr6	3100001	4200000
chr6	4200001	5000000
chr6	5000001	5400000
chr6	5400001	6000000
chr6	6000001	6600000
chr6	6600001	7300000
chr6	7300001	8300000
chr6	8300001	10400000
chr6	10400001	10900000
chr6	10900001	11600000
chr6	11600001	12600000
chr6	12600001	13800000
chr6	13800001	14200000
chr6	14200001	15600000
chr6	15600001	16300000
chr6	16300001	17000000
chr6	17000001	18600000
chr6	18600001	20100000
chr6	20100001	20600000
chr6	20600001	21600000
chr6	21600001	24400000
chr6	24400001	25200000
chr6	25200001	26000000
chr6	26000001	26600000
chr6	26600001	26700000
chr6	27000001	27800000
chr6	27800001	28600000
chr6	28600001	29000000
chr6	29000001	29600000
chr6	29600001	30200000
chr6	30400001	31200000
chr6	33000001	33700000
chr6	33700001	34100000
chr6	34100001	35200000
chr6	35500001	35800000
chr6	36800001	37300000
chr6	37300001	38800000
chr6	38800001	39300000
chr6	39300001	39900000
chr6	39900001	41000000
chr6	41000001	41700000
chr6	42100001	42600000
chr6	43200001	43600000
chr6	43600001	44400000
chr6	44400001	46000000
chr6	46000001	46800000
chr6	46800001	47300000
chr6	47300001	47800000
chr6	47800001	49400000
chr6	49400001	50000000
chr6	50000001	50700000
chr6	50700001	52000000
chr6	52000001	52600000
chr6	52600001	53000000
chr6	53000001	53600000
chr6	53800001	55100000
chr6	55100001	56200000
chr6	56200001	57700000
chr6	62200001	63400000
chr6	63400001	64000000
chr6	64000001	64600000
chr6	64600001	66200000
chr6	66200001	69200000
chr6	69200001	70300000
chr6	70300001	70900000
chr6	70900001	71800000
chr6	71800001	73000000
chr6	73000001	73900000
chr6	74100001	74400000
chr6	74400001	75900000
chr6	75900001	76600000
chr6	76600001	79500000
chr6	79500001	80600000
chr6	80600001	82800000
chr6	82800001	83700000
chr6	83700001	84300000
chr6	84300001	85000000
chr6	85000001	86000000
chr6	86000001	86500000
chr6	86500001	87700000
chr6	87700001	89600000
chr6	89600001	90600000
chr6	90600001	91300000
chr6	91300001	93500000
chr6	93500001	95700000
chr6	95800001	96900000
chr6	96900001	97600000
chr6	97600001	97900000
chr6	97900001	99700000
chr6	99700001	100300000
chr6	100300001	101400000
chr6	101400001	103200000
chr6	103200001	105000000
chr6	105000001	105300000
chr6	105300001	105900000
chr6	105900001	106800000
chr6	106800001	107400000
chr6	107400001	108200000
chr6	108200001	109400000
chr6	109400001	109800000
chr6	109800001	110800000
chr6	110800001	112000000
chr6	112000001	112400000
chr6	112400001	114300000
chr6	114300001	116300000
chr6	116500001	117100000
chr6	117100001	117600000
chr6	117600001	118200000
chr6	118200001	119400000
chr6	119400001	120100000
chr6	120100001	122700000
chr6	122700001	123700000
chr6	123700001	125500000
chr6	125500001	126100000
chr6	126300001	127500000
chr6	127500001	128000000
chr6	128000001	129700000
chr6	129700001	130400000
chr6	130400001	131200000
chr6	131200001	132000000
chr6	132000001	132600000
chr6	132600001	133200000
chr6	133200001	134200000
chr6	134400001	135300000
chr6	135300001	135800000
chr6	135800001	136700000
chr6	136700001	138400000
chr6	138400001	139100000
chr6	139100001	139700000
chr6	139700001	140300000
chr6	140300001	142000000
chr6	142000001	142800000
chr6	142800001	143800000
chr6	143800001	144400000
chr6	144400001	144900000
chr6	144900001	146300000
chr6	146300001	147100000
chr6	147100001	148500000
chr6	148500001	148800000
chr6	148800001	149300000
chr6	149300001	149900000
chr6	150200001	151200000
chr6	151200001	151800000
chr6	151800001	152800000
chr6	152800001	154400000
chr6	154400001	154900000
chr6	154900001	155600000
chr6	155600001	156800000
chr6	156800001	157700000
chr6	157700001	158600000
chr6	158600001	159100000
chr6	159100001	159600000
chr6	159600001	160100000
chr6	160100001	161100000
chr6	161100001	161800000
chr6	161800001	164400000
chr6	164400001	165700000
chr6	165700001	166600000
chr6	166600001	167100000
chr6	167100001	167600000
chr6	167600001	167900000
chr6	168000001	168400000
chr6	168400001	170200000
chr6	170200001	170300000
chr6	170400001	171000000
