chr6	775001	1425000
chr6	2375001	2700000
chr6	2725001	3075000
chr6	3250001	3700000
chr6	4200001	5025000
chr6	5050001	5400000
chr6	5425001	5975000
chr6	6025001	6550000
chr6	6650001	7250000
chr6	7275001	7625000
chr6	7650001	8100000
chr6	8450001	8925000
chr6	10000001	10425000
chr6	10450001	10875000
chr6	11100001	11550000
chr6	11625001	12125000
chr6	12250001	12600000
chr6	12650001	13150000
chr6	13200001	13675000
chr6	13775001	14150000
chr6	14200001	14675000
chr6	14725001	15500000
chr6	15650001	16200000
chr6	16275001	16825000
chr6	17125001	17525000
chr6	18600001	20050000
chr6	20075001	20525000
chr6	20550001	20850000
chr6	20875001	21250000
chr6	21275001	21575000
chr6	21600001	21900000
chr6	23000001	23450000
chr6	24400001	25100000
chr6	25175001	25600000
chr6	25625001	26000000
chr6	26025001	26575000
chr6	26600001	27075000
chr6	27125001	27750000
chr6	27875001	28400000
chr6	28650001	29000000
chr6	29025001	29575000
chr6	29600001	30125000
chr6	31075001	31425000
chr6	31475001	31925000
chr6	32375001	32775000
chr6	32825001	33225000
chr6	33300001	33650000
chr6	33700001	34100000
chr6	34125001	34450000
chr6	34850001	35200000
chr6	35450001	35800000
chr6	36825001	37225000
chr6	37275001	37650000
chr6	37675001	38025000
chr6	38050001	38525000
chr6	38800001	39275000
chr6	39325001	39825000
chr6	39875001	40300000
chr6	40425001	40900000
chr6	41300001	41675000
chr6	41700001	42125000
chr6	42175001	42525000
chr6	43150001	43525000
chr6	43575001	44325000
chr6	44525001	45325000
chr6	45375001	45875000
chr6	45975001	46750000
chr6	47325001	47725000
chr6	48800001	49325000
chr6	49425001	49950000
chr6	50075001	50600000
chr6	50775001	51075000
chr6	52000001	52550000
chr6	52575001	52925000
chr6	52975001	53575000
chr6	53825001	54450000
chr6	54500001	54950000
chr6	55125001	56150000
chr6	56750001	57175000
chr6	57575001	58050000
chr6	62475001	62875000
chr6	63475001	63975000
chr6	64025001	64500000
chr6	64600001	65075000
chr6	66275001	67200000
chr6	68450001	69025000
chr6	69275001	69675000
chr6	69800001	70300000
chr6	70375001	70875000
chr6	70975001	71700000
chr6	71825001	72200000
chr6	72225001	72875000
chr6	73275001	73875000
chr6	74100001	74400000
chr6	74450001	75000000
chr6	75950001	76550000
chr6	76625001	77350000
chr6	77700001	78150000
chr6	78375001	78775000
chr6	79550001	80500000
chr6	82375001	82775000
chr6	82950001	83325000
chr6	83775001	84250000
chr6	84325001	84950000
chr6	85000001	85475000
chr6	86475001	86950000
chr6	87750001	88050000
chr6	88550001	88925000
chr6	88950001	89575000
chr6	89675001	90025000
chr6	90600001	91225000
chr6	91300001	91600000
chr6	91600001	93400000
chr6	93500001	94100000
chr6	94125001	95425000
chr6	95825001	96375000
chr6	96450001	96900000
chr6	96975001	97500000
chr6	97525001	97875000
chr6	97925001	98450000
chr6	98625001	99275000
chr6	99750001	100275000
chr6	100550001	101150000
chr6	101350001	101800000
chr6	102075001	102475000
chr6	102550001	103100000
chr6	103200001	103725000
chr6	103875001	105000000
chr6	105225001	105825000
chr6	105875001	106225000
chr6	106775001	107325000
chr6	107375001	108175000
chr6	108400001	108850000
chr6	108850001	109375000
chr6	109425001	109775000
chr6	109850001	110375000
chr6	110400001	110750000
chr6	110825001	111300000
chr6	111550001	111950000
chr6	111975001	112375000
chr6	113025001	113525000
chr6	113600001	114225000
chr6	114950001	115500000
chr6	115825001	116225000
chr6	116500001	117000000
chr6	117075001	117625000
chr6	117650001	118150000
chr6	118250001	118850000
chr6	119450001	120025000
chr6	120050001	120400000
chr6	121700001	122400000
chr6	122950001	123650000
chr6	123675001	124050000
chr6	124100001	124500000
chr6	124625001	125075000
chr6	125575001	126275000
chr6	126325001	126675000
chr6	127100001	127475000
chr6	127500001	127950000
chr6	128050001	128650000
chr6	129100001	129675000
chr6	129800001	130325000
chr6	130375001	131150000
chr6	131500001	131900000
chr6	132000001	132550000
chr6	132850001	133200000
chr6	133225001	134200000
chr6	134475001	134875000
chr6	135275001	135750000
chr6	135800001	136550000
chr6	136875001	137250000
chr6	137275001	137950000
chr6	138350001	138700000
chr6	138750001	139075000
chr6	139100001	139400000
chr6	139700001	140300000
chr6	140400001	141225000
chr6	141275001	141925000
chr6	141975001	142400000
chr6	143000001	143375000
chr6	143400001	143750000
chr6	143825001	144350000
chr6	144400001	144825000
chr6	145525001	145950000
chr6	146300001	147050000
chr6	147125001	147700000
chr6	147800001	148400000
chr6	148450001	148800000
chr6	148850001	149300000
chr6	149325001	149825000
chr6	150350001	150700000
chr6	150725001	151150000
chr6	151200001	151675000
chr6	151825001	152700000
chr6	153900001	154300000
chr6	154400001	154900000
chr6	154975001	155575000
chr6	155875001	156675000
chr6	156850001	157400000
chr6	157725001	158075000
chr6	158125001	158500000
chr6	158575001	159025000
chr6	159075001	159525000
chr6	159575001	160050000
chr6	160100001	160500000
chr6	160550001	161000000
chr6	161125001	161775000
chr6	161800001	162175000
chr6	163775001	164400000
chr6	164550001	165350000
chr6	165800001	166250000
chr6	166575001	167100000
chr6	167150001	167550000
chr6	168725001	169225000
chr6	169300001	169925000
chr6	170150001	170950000
